"name";"url";"category";"location";"description"
"New Mexico Technology Council";"http://www.nmtechcouncil.org/";"technology &amp; data";"N/A";"N/A"
"New Museum";"http://www.newmuseum.org/";"creativity, media &amp; the arts";"N/A";"N/A"
"New Orleans Food and Farm Network";"http://www.noffn.org";"farming &amp; gardening";"P.O. Box 13185  , New Orleans 70185-3185, Louisiana, United States";"New Orleans Food and Farm Network works with individuals, organizations, growers and communities to help make fresh, healthy food more accessible to everyone."
"New Orleans Institute";"http://neworleansinstitute.net/";"real estate";"N/A";"N/A"
"New Orleans Musicians' Clinic";"http://www.neworleansmusiciansclinic.org";"health &amp; fitness";"2820 Napoleon Avenue Suite 890 , New Orleans 70115, Louisiana, United States";"Aims to keep music alive by sustaining New Orleans musicians and tradition bearers by providing access to health and social services."
"New Orleans Public Library";"http://nutrias.org";"education";"219 Loyola Ave.  , New Orleans 70112, Louisiana, United States";"Public library located in New Orleans, Louisiana."
"New Profit Inc.";"http://www.newprofit.com";"business &amp; innovation";"2 Canal Park , Cambridge 02141, Massachusetts, United States";"New Profit Inc. is a national venture philanthropy fund that seeks to harness America's spirit of innovation and entrepreneurship to help solve our country's biggest social problems."
"New Public Service";"http://www.newpublicservice.net/?m=1";"government";"N/A";"N/A"
"New Resource Bank";"https://www.newresourcebank.com";"finance &amp; economics";"405 Howard St. Suite 110 San Francisco, CA  94105 , United States";"New Resource Bank supports people, organizations, and companies that strive for an environmental and social return as well as a financial return.  New Resource Bank pursues sustainability in all that they do."
"New Seed Advisors";"http://www.newseedadvisors.com";"finance &amp; economics";"333 Hudson Street, 6th Floor , New York 10013, New York, United States";"Identifies, nurtures and invests in companies that make agriculture more sustainable."
"New Sky Energy";"http://www.newskyenergy.com";"energy";"N/A";"Carbon negative energy and manufacturing company."
"New Soap, Old Bottle";"http://www.newsoap.org";"upcycling &amp; recycling";"United States";"We sell brand new liquid soap packaged in old plastic soda bottles, plastic water bottles and glass beer bottles to help clean up our environment.Each bottle is cleaned, sanitized and processed for reuse as packaging for your favorite brand of liquid soap."
"New Tradition";"http://www.newtradition.co.uk";"marketing services";"Banbury OX17 3LZ, Oxfordshire, United Kingdom";"We're a brand marketing consultancy. We work collaboratively with big and small businesses to help them spread compelling ideas, build their brand reputation and drive business growth in a more creative, practical and scaleable way.We're different because we believe it's our clients that need to be integrated, not their agencies.So we don't carry the cost of account teams and creatives. Instead, we help you design your strategy, work out the blend of creative talent required to bring it to life and then help you put that talent to work.It's a smarter, more creative, more affordable way for big and small businesses to build a brand."
"New Under Ten Fishermens Association";"http://www.nutfa.org/";"N/A";"42 Julian Road  , Ivybridge PL21 9BU,  Devon , united_kingdom";"NUTFA is the only UK organisation specifically dedicated to the support, survival and development of the under ten metre fleet"
"New Urban Mechanics";"http://www.newurbanmechanics.org/boston/";"business &amp; innovation";"N/A";"N/A"
"New Without Tags";"http://newwithouttags.com/";"fashion &amp; clothing";"N/A";"N/A"
"New Work City";"http://www.nwcny.com";"real estate";"412 Broadway, Floor 2 , New York, New York, United States";"New Work City is a co-working community that's open to anyone willing to participate and contribute. This includes startups, hackers, freelancers, students, lawyers, telecommuters, designers, writers, artists and all-around brilliant awesome people."
"New York City’s FoodWorks Plan";"http://www.goodfoodworld.com/2010/11/new-york-citys-foodworks-plan/";"food &amp; drink";"N/A";"N/A"
"New York Cycle Club";"http://www.nycc.org";"health &amp; fitness";"N/A";"Member-based bicycle club."
"New York Foundation for the Arts";"http://www.nyfa.org";"creativity, media &amp; the arts";"20 Jay Street, 7th Floor , Brooklyn 11201, New York, United States";"The NYFA's mission is to empower artists at critical stages in their creative lives."
"New York Jazz Academy";"http://nyjazzacademy.com/";"education";"N/A";"N/A"
"New York Public Library";"http://www.nypl.org";"education";"Fifth Avenue at 42nd Street , New York  10018-2788, New York, United States";"City library consisting of 87 branches in the New York City area."
"New York Transit Data";"http://www.nytransitdata.org";"mobility";"New York, New York, United States";"New York Transit Data is an open source network working to improve New Yorkâ€™s transportation systems."
"New York Urban League";"http://www.nyul.org/";"finance &amp; economics";"N/A";"N/A"
"Newgistics";"http://www.newgistics.com/";"technology &amp; data";"2700 Via Fortuna Suite 300  , Austin 78746, TX , United States";"Newgistics combines industry-leading processes and technology, personalized service, and the unrivaled convenience of the USPS to offer the most comprehensive set of delivery and returns services available to residential shippers. The result is improved service, end-to-end visibility, reduced costs, and happier customers. They know shipping, backward and forward."
"NewJelly";"http://www.newjelly.com/";"business &amp; innovation";"N/A";"N/A"
"NewMe";"http://www.newmeaccelerator.com/";"education";"N/A";"N/A"
"News Trust";"http://newstrust.net/";"books &amp; writing";"N/A";"NewsTrust helps people find good journalism online."
"NewSchools Venture Fund";"http://newschools.org";"finance &amp; economics";"49 Stevenson, Suite 575 , San Francisco 94105, California, United States";"NewSchools Venture Fund seeks to transform public education by supporting passionate education entrepreneurs who are working to provide all children â€“ especially those in underserved communities â€“ with excellent academic opportunities. Throughout the country, these innovatorsâ€™ powerful new ideas for empowering students, families and teachers are achieving dramatic results and redefining our sense of what is possible."
"Newsgrape";"http://www.newsgrape.com";"technology &amp; data";"Pramergasse 3/5 , Vienna 1090, Austria";"Newsgrape is a free text-community for the sharing of articles and all text media. Writers can create magazines to publish articles collaboratively with other writers.With the E-Go, readers have numerous ways to filter through interesting articles from the database to organize them in subscription groups or store them in libraries. It also caters for multilingual users, as it allows for multiple languages on one interface, simultaneously. Two main innovations are the Newsrank algorithm, which evaluates the quality of each article based on reader behavior, and Fastnews, distributes short news more efficiently than, for example, Facebook or Twitter. Newsgrape offers up to 75% of the advertising revenue generated by articles to the authors, and aims to become the best income source for successful bloggers. Our service also allows new authors to reach headline status without having a huge following!Other features are: Awards, which can be granted in regular intervals by magazines and writers; and a smart commenting system, where the comments change according to user evaluation. Newsgrape also has a messaging system, which, next to normal user to user messaging and contact between writers and their subscribers, also provides a medium for internal communication within magazines.Newsgrape offers all of this, but with modern privacy-settings. Readers and writers have complete control over personal data, which can be deleted with the click of a button."
"NewsPin";"http://www.newspin.co/";"marketing services";"N/A";"N/A"
"newthinking";"http://newthinking.de/";"business &amp; innovation";"N/A";"N/A"
"Newton Circus";"http://newton-circus.com/";"business &amp; innovation";"N/A";"N/A"
"NEX Coworking";"http://www.nexcoworking.com.br";"real estate";"Comendador Araújo, 534B I 2o andar , Curitiba 80420000, Paraná";"Espaço de coworking em Curitiba, PR, Brasil.Coworking space in Curitiba, Paraná, Brazil."
"Nex Mobile Apps";"http://www.nexmobileapps.com/about-development-company.html";"technology &amp; data";"319, Golden Plaza, Tagore Road,Rajkot";"Nex Mobile Apps are known as for our award winning Mobile Application software &amp; development. We always creative highly polished product / application for startups and enterprise client across for Android, iPhone/ iPad/ iOS, Blackberry, Windows. We know what user wants and also know how to build mobile apps that succeed with get good value for your money."
"Next American City";"http://americancity.org/";"business &amp; innovation";"N/A";"N/A"
"NEXT Berlin";"http://nextberlin.eu/";"N/A";"SinnerSchrader AktiengesellschaftVölckersstraße 3822765 Hamburg";"The Leading European conference for the digital industry."
"Next Billion";"http://www.nextbillion.net/";"government";"N/A";"N/A"
"Next Door";"https://www.nextdoorchi.com/";"business &amp; innovation";"N/A";"N/A"
"Next Jump";"http://www.nextjump.com/";"technology &amp; data";"261 Fifth Avenue 8th Floor  , New York 10016, NY, United States";"Next Jump is building the next generation of e-commerce and advertising technology, and revolutionizing the way consumers and marketers interact online."
"Next Now Collaboratory";"http://nextnowcollab.wordpress.com/";"business &amp; innovation";"N/A";"N/A"
"Next Reality Group";"http://www.nextreality.com.au";"business &amp; innovation";"Level 2 , 377 Lonsdale St  , Melbourne 3000, Victoria, Australia";"We specialize in creating new markets and new products for the consumer goods industry. Our services span Consumer Demand Profiling &amp; Insights, Strategy, Innovation &amp; Product development, as well as a new division that actually executes market expansion and diversification through sales, marketing &amp; distribution of product."
"Nextdoor";"http://www.nextdoor.bg";"business &amp; innovation";"116 Evlogi Georgiev , Sofia, Bulgaria";"Nextdoor drives innovation with businesses and organizations.An innovation consultancy in a region, where innovation is considered luxurious, expensive and out of reach.An innovation consultancy in a country, where change is considered dangerous, risky and unwelcome."
"Nexterra - The Next Generation of Industrial Gasification Systems";"http://www.nexterra.ca/";"energy";"Nexterra Systems Corp.1300 - 650 W Georgia StreetPO Box 11582Vancouver BC V6B 4N8Canada";"Nexterra develops, manufactures and delivers advanced gasification systems that enable customers to self-generate clean, low cost heat and power at industrial and institutional facilities using waste fuels."
"NextGenParenting";"http://www.nextgenparenting.com";"kids' stuff";"No 1 Jalan Cheras Mewah 1 , Cheras 56000, Selangor, Malaysia";"A place for current and cutting edge parents to help and support other Next Generation parents in parenting the Digital Savvy Next Generation Children."
"NextSpace Coworking";"http://www.nextspace.us";"real estate";"28 2nd Street , San Francisco 94105, California, united_states";"NextSpace is the workplace for the new economy. NextSpace provides innovative physical and virtual infrastructure that freelancers, entrepreneurs, and creative class professionals need to succeed in the 21st century knowledge economy. In an increasingly disconnected world, NextSpace creates a collaborative community that is revolutionizing the nature of work."
"NextWorth";"http://www.nextworth.com";"upcycling &amp; recycling";"60 Island Street , Lawrence 01840-1835, Massachusetts, United States";"NextWorth helps people Stop Depreciationâ„¢ by facilitating the sale and trade-in process for today's leading products. We offer a turnkey trade-in program providing consumers an opportunity to capture some of the value of their old items when trading-up to new technologies or products. Our portfolio of product exchanges provides a simple and immediate solution for consumers who desire to re-capture a large portion of the hidden value trapped within their high-demand products, but don't need the hassle of selling it themselves."
"Nexus Car Share";"http://www.nexuscarshare.com.au";"mobility";"N/A";"Australian car-share company."
"Nexus Community Partners";"http://www.nexuscp.org/";"business &amp; innovation";"570 Asbury St.Suite 207, St. Paul, MN 55104, Phone: 651.379.0505, Fax: 651.379.0509";"Nexus Community Partners works at the intersection of community building and community development, engaging communities of color and immigrant communities to achieve equitable, sustainable revitalization."
"Nexx";"http://www.nexx.co.nz";"finance &amp; economics";"N/A";"Online marketplace for social lending."
"Nhance Web Solutions";"http://www.nhancewebsolutions.com";"technology &amp; data";"51 Downsview Drive , Haywards Heath RH17 7RN, West Sussex, United Kingdom";"Nhance Web Solutions is a UK based; “Web-Design”, ""e-Commerce"" and “Search Engine Optimization” company providing web and IT support to its clients around the world. With branch offices located in UK and India and coming up offices in Australia and Europe, we provide you a service local to you.Our Services include:- Website Design and Development- Web portal development- e-Commerce Solutions- Payment Gateway Integration- Content Management Systems- Search Engine Optimization Well-known for its internet marketing and search engine optimization services, Nhance Web Solutions also offers affordable “Web Design &amp; Development” services. Websites designed by us are search engine friendly and hence provides the first step towards creating a successful brand online. Our services are spread all over the world with primary clientel various cities of UK and Europe. The verticals in terms of businesses we cater; cover a complete range of businesses from cars to colors and fabrics to fashion. Our services are focused to ensure that our client’s business gets maximum exposure on the web. Our targeted Internet marketing techniques bring potential customers to our client websites and increase their brand awareness. To achieve this, we use cutting edge internet technologies along with smart marketing strategies to help our client enhance their web presence and increase the visitor traffic on their websites. We are a client-driven company and hence for us, client satisfaction is of utmost importance and we pride ourselves in having a competent team of engineers and website designers who are here to meet any new challenge to satisfy our client’s IT needs.In the past, we have catered from SME’s to Blue-chip companies and helped them master the business of online trading to achieve phenomenal growth at a rapid. The values we focus on: - We are a completely client-driven company- We believe in building long term and mutually beneficial relationships.- We work in continuous collaboration with client to ensure that we completely understand the requirements of our client’s business in order to help them rapidly achieve their business objectives.- We provide affordable services with guaranteed results.- We have a highly professional, strategic and ethical approach on all the projects we handle"
"NICE";"http://www.nicefashion.org";"fashion &amp; clothing";"Oslo, Norway";"Nordic Initiative, Clean and Ethical is a joint commitment from the Nordic fashion industry to take a lead on social and environmental issues."
"Nice Ride Minnesota";"http://www.niceridemn.org";"mobility";"2834 10th Avenue South, Ste. #3Minneapolis, MN 55407";"Bike sharing program based in Minneapolis, Minnesota."
"niche";"http://www.niche.co/";"creativity, media &amp; the arts";"N/A";"N/A"
"nicola phillips ltd";"http://www.nicolaphillips.com";"N/A";"N/A";"http://www.nicolaphillips.com"
"Night Owls Press";"http://www.nightowlspress.com";"books &amp; writing";"San Francisco 94122, CA, United States";"We are a versatile, boutique consulting firm of print and media experts headquartered in San Francisco, CA. We offer writing, editing, data analysis, and research services (e-books, feature articles, reports, and more) for small businesses, institutions and individual clients."
"Nightmare Vermont";"http://www.nightmarevermont.org";"creativity, media &amp; the arts";"South Burlington 05403, VT, United States";"Nightmare Vermont is a thrilling, interactive haunted house that has run in underground spaces, and as part of other events since 2004. It has garnered a reputation for cinema-level visual effects, engaging characters, and wild Halloween fun. Come see scrappy evil geniuses team up with community leaders to bring you Vermontâ€™s most exciting and unique event.Nightmare Vermont works very closely with the South Burlington Rotary, a collection of business leaders who come together for the good of the community. The Rotary has helped fulfill Nightmare Vermontâ€™s purpose of being a creative outlet for the weird and unusual in our community since our 2009 show. Proceeds from Nightmare Vermont go directly back towards helping our community through the Rotary Charities.To find out more about specific events going on before the show, or ways you can get involved look us up on Facebook or Twitter! There are always things going on in preparation for the new season!"
"Nike N7";"http://www.niken7.com";"health &amp; fitness";"One Bowerman Drive , Beaverton 97005, Oregon, United States";"Nike N7 is our commitment to bring sport and all of its benefits to Native American and Aboriginal communities in the USA and Canada. Through activity, competition and play you can unleash the power of your generation. You can grow up active and healthy. Sport gives you self-confidence, enabling you to be a force for positive change in your community."
"Nike Reuse-A-Shoe";"http://www.nikereuseashoe.com";"upcycling &amp; recycling";"One Bowerman Drive , Beaverton 97005, Oregon, United States";"Established in the early 1990s, Nike's Reuse-A-Shoe program collects old, worn-out athletic shoes for recycling, transforming them into Nike Grind, a material used in creating athletic and playground surfaces as well as select Nike products."
"NikeStore: Dutch Official Home Men's Football Jersey";"http://store.nike.com/be/en_gb/?l=shop,pdp,ctr-inline/cid-102602/pid-310813/pgid-323709";"fashion &amp; clothing";"N/A";"Nike football jersey made from recycled plastic. Worn by the Netherlands team in the 2010 world cup."
"Nimble";"http://www.nimble.com/";"technology &amp; data";"Santa Monica, CA, united_states";"Nimble is a Web Based SaaS platform that helps small businesses attract and retain customers by enabling their team to work more effectively together and stay top of mind with their prospects and customers."
"Nine Connections";"http://www.nineconnections.com/";"technology &amp; data";"N/A";"N/A"
"NineSigma";"http://www.ninesigma.com";"business &amp; innovation";"23611 Chagrin Blvd. Suite 320 , Cleveland 44122-5540, Ohio, United States";"NineSigma is an open innovation service provider."
"Nintari";"http://www.nintari.net";"entertainment";"N/A";"Nintari.net is a community of hardcore Gamers and Movie buffs. We are creating the ultimate place to Buy, Sell and Trade your Video Games and DVDs."
"Niriu";"http://www.niriu.com/";"government";"Schleidenstraße 6   , Hamburg 22083, Germany";"Neighborhood exchange in Germany."
"Nirvino";"http://www.nirvino.com";"food &amp; drink";"San Francisco, California, United States";"Nirvino iPhone applications help you choose that great bottle when you need it most using the Wine Ratings Guide."
"Niumba";"http://www.niumba.com";"real estate";"N/A";"Niumba's business model is based on putting those who wish to rent their homes in contact with travellers. The website provides around 62,000 private holiday homes, 79% of which are located in Spain."
"NIXTY";"http://www.nixty.com";"education";"Virginia, United States";"NIXTY offers ePortfolios, courses, WikiCourses, and continuing education courses that students, educators, and institutions harness to meet their learning goals."
"NM Consulting";"N/A";"education";"Connecticut, USA";"Naomi Migliacci is a professional educator with three decades of experience in working with culturally and linguistically diverse populations. Naomi designs and conducts workshops, study groups and action research teams for teachers, administrators, and university faculty worldwide. She conducts quality reviews for programs, writes and aligns standards-based curriculum and assessments, and trains others to use best instructional strategies based on data. Naomi writes on education and business topics, including resumes and cover letters and other non-fiction domains such as travel. She provides  professional development on many topics including writing, team-building and cultural responsiveness. She has outstanding reviews from workshop participants."
"No Longer Empty";"http://www.nolongerempty.org/";"creativity, media &amp; the arts";"N/A";"N/A"
"noba.hu";"https://www.noba.hu";"finance &amp; economics";"KÃ¶zÃ¶ssÃ©gi KÃ¶lcsÃ¶n NonProfit Kft.Budapest 1051Szent IstvÃ¡n tÃ©r 15";"Peer-to-peer lending service based in Hungary."
"Nobanx";"https://nobanx.com/Default.aspx";"finance &amp; economics";"N/A";"N/A"
"Nobeah Foundation";"http://www.nobeahfoundation.org";"education";"N/A";"The Nobeah Foundation identifies innovative solutions in education, renewable energy, health care, job creation, and other areas where those solutions meet the key criteria of both addressing social issues and having the potential for rapid and massive deployment through simplicity, low cost, modularity, and sustainable local manufacture."
"Node.js";"http://nodejs.org/";"technology &amp; data";"N/A";"N/A"
"Noel Rodrigues";"http://jooja.com";"creativity, media &amp; the arts";"90 Goodman Road #05-14 Goodman Arts Centre , Singapore 439053, Singapore, Singapore";"A Singapore-based creative person who does all kinds of stuff: Advertising, Design, Film, TV Shows, Origami, Storytelling, and “Live” Wedding Music."
"Noesis Energy";"https://www.noesisenergy.com/site/";"energy";"N/A";"N/A"
"NOHO Senior Arts Colony";"http://m.nohoseniorartscolony.com/";"real estate";"N/A";"N/A"
"Noise Bridge";"https://www.noisebridge.net/wiki/Noisebridge";"business &amp; innovation";"N/A";"N/A"
"Noise Pop Industries";"http://www.noisepop.com/";"entertainment";"N/A";"N/A"
"Noise Trade";"https://www.noisetrade.com";"entertainment";"Nashville, Tennessee, United States";"NoiseTrade is a service that helps musical artists connect to music fans. By way of a remarkable and embeddable widget, artists and fans can work together, exchanging music for either an introduction to a few friends or a few bucks."
"Nokia";"http://www.nokia.com/global/about-nokia/people-and-planet/";"technology &amp; data";"N/A";"N/A"
"NomadsLand";"http://www.nomadsland.com/";"N/A";"N/A";"NomadsLand: Video Strategies for a Changing Planet. Signature videos and interactive marketing for sustainable travel, social enterprises &amp; global development."
"Nomadz";"http://www.nomadz.nl";"business &amp; innovation";"Binckhorstla an 36 , Den Haag 2516 BE, -";"We are a shared office space. But besides office we are also a great community of small entrepreneurs."
"Nominet";"http://www.nominettrust.org.uk/";"technology &amp; data";"N/A";"N/A"
"Nominet Trust";"http://www.nominettrust.org.uk/";"finance &amp; economics";"N/A";"N/A"
"non-linear learning";"http://stores.lulu.com/happyseaurchin";"education";"70 arlington lodge , brixton sw2 1rf, london";"Learn all kinds of things, like tango, algebra, tai-chi, TEFl, GO in three lessons or less with ""happyseaurchin"". Techniques inform a new methodology of practice leading to emergent collaboration through confluence, making institutional and organisational boundaries permeable through action cycles, reforming education with self-discipline system called educare, and collective strategy called strateg_OS."
"Nonprofit Technology Network";"http://www.nten.org/";"technology &amp; data";"N/A";"N/A"
"NooBaa (video in the cloud)";"https://www.noobaa.com";"technology &amp; data";"N/A";"N/A"
"Nooch";"http://www.nooch.com/";"finance &amp; economics";"N/A";"N/A"
"Noodle Education";"http://www.noodle.org/";"education";"N/A";"N/A"
"NoPC";"http://www.nopc.org.uk/";"technology &amp; data";"N/A";"N/A"
"nord4real";"https://www.nord4real.com/";"travel";"Stockholm, Sweden";"Probably, few experiences contribute as much as one’s travels. But not traveling simply as another tourist, but really getting to know how that place really is, from inside, living the most authentic part.So in nord4real we work to offer the world unique and quality activities in Scandinavia created by local experts so that the travelers can know and enjoy the most authentic part of the World as marvellous as Scandinavia. Experiences, which in another way, they could never live because in tourist guides they simply do not appear. This way, we help create a community where travelers find not ly more economic alternatives to the traditional touristic programs, but we also contribute towards creating micro-entrepreneurs that can make their passion their lifestyle."
"nord4real";"https://www.nord4real.com/";"travel";"N/A";"Probably, few experiences contribute as much as one’s travels. But not traveling simply as another tourist, but really getting to know how that place really is, from inside, living the most authentic part.So in nord4real we work to offer the world unique and quality activities in Scandinavia created by local experts so that the travelers can know and enjoy the most authentic part of the World as marvellous as Scandinavia. Experiences, which in another way, they could never live because in tourist guides they simply do not appear. This way, we help create a community where travelers find not ly more economic alternatives to the traditional touristic programs, but we also contribute towards creating micro-entrepreneurs that can make their passion their lifestyle."
"nord4real";"https://www.nord4real.com/";"travel";"stockholm, sweden";"Probably, few experiences contribute as much as one’s travels. But not traveling simply as another tourist, but really getting to know how that place really is, from inside, living the most authentic part.So in nord4real we work to offer the world unique and quality activities in Scandinavia created by local experts so that the travelers can know and enjoy the most authentic part of the World as marvellous as Scandinavia. Experiences, which in another way, they could never live because in tourist guides they simply do not appear. This way, we help create a community where travelers find not ly more economic alternatives to the traditional touristic programs, but we also contribute towards creating micro-entrepreneurs that can make their passion their lifestyle."
"nord4real";"https://www.nord4real.com/";"travel";"N/A";"Probably, few experiences contribute as much as one’s travels. But not traveling simply as another tourist, but really getting to know how that place really is, from inside, living the most authentic part.So in nord4real we work to offer the world unique and quality activities in Scandinavia created by local experts so that the travelers can know and enjoy the most authentic part of the World as marvellous as Scandinavia. Experiences, which in another way, they could never live because in tourist guides they simply do not appear. This way, we help create a community where travelers find not ly more economic alternatives to the traditional touristic programs, but we also contribute towards creating micro-entrepreneurs that can make their passion their lifestyle."
"nord4real";"https://www.nord4real.com/";"travel";"N/A";"Probably, few experiences contribute as much as one’s travels. But not traveling simply as another tourist, but really getting to know how that place really is, from inside, living the most authentic part.So in nord4real we work to offer the world unique and quality activities in Scandinavia created by local experts so that the travelers can know and enjoy the most authentic part of the World as marvellous as Scandinavia. Experiences, which in another way, they could never live because in tourist guides they simply do not appear. This way, we help create a community where travelers find not ly more economic alternatives to the traditional touristic programs, but we also contribute towards creating micro-entrepreneurs that can make their passion their lifestyle."
"nord4real";"https://www.nord4real.com";"travel";"N/A";"Probably, few experiences contribute as much as one’s travels. But not traveling simply as another tourist, but really getting to know how that place really is, from inside, living the most authentic part.So in nord4real we work to offer the world unique and quality activities in Scandinavia created by local experts so that the travelers can know and enjoy the most authentic part of the World as marvellous as Scandinavia. Experiences, which in another way, they could never live because in tourist guides they simply do not appear. This way, we help create a community where travelers find not ly more economic alternatives to the traditional touristic programs, but we also contribute towards creating micro-entrepreneurs that can make their passion their lifestyle."
"nord4real";"N/A";"N/A";"N/A";"N/A"
"nord4real";"http://www.nord4real.com";"travel";"N/A";"A mission4real: give a bit more happiness to the worldWe believe, wait, we are convinced, that a personal experience is much more enriching and provides more happiness that any material object. And, probably, few experiences contribute as much as one’s travels. But not traveling simply as another tourist, but really getting to know how that place really is, from inside, living the most authentic part.So in nord4real we work to offer the world unique and quality activities in Scandinavia created by local experts so that the travelers can know and enjoy the most authentic part of the World as marvellous as Scandinavia. Experiences, which in another way, they could never live because in tourist guides they simply do not appear."
"Nordic Fashion Association";"http://www.nordicfashionassociation.com/";"fashion &amp; clothing";"Kronprinsensgade 13, 4., DK-1114 Copenhagen K";"An organisation with the core purpose of gathering the Nordic fashion industry and collectively working with and implementing socially responsible and sustainable principles."
"Nordic Health Technology Forum - Seminar";"http://www.nordicinnovation.org/Publications/200405nordic-health-technology-forum-seminar/";"health &amp; fitness";"N/A";"N/A"
"Nordic Skiing Association of Anchorage";"http://www.anchoragenordicski.com/";"N/A";"NSAA Office 203 W. 15 th Ave, #204  , Anchorage 99501, AK, united_states";"NSAA is a non-profit organization dedicated to promoting all forms of Nordic skiing as a healthy form of individual and family activity."
"Noritake Collectors Guild";"http://www.noritakecollectorsguild.info/";"business &amp; innovation";"N/A";"N/A"
"North Bennet Street School";"http://www.nbss.edu/";"education";"N/A";"N/A"
"North City Cooperative Preschool";"http://www.northcitycoop.org";"education";"816 NE 190th St , Shoreline 98155, Washington, United States";"The North City Cooperative Preschool is a cooperative community of parents and children."
"North Dakota Innovate";"http://www.commerce.nd.gov/innovate/innovatend/";"business &amp; innovation";"N/A";"N/A"
"North Portland Tool Library (NPTL)";"http://northportlandtoollibrary.org";"home improvement";"N/A";"Loans tools to community members for free."
"North Somerset Council Economic Development Service";"http://innorthsomerset.co.uk/get-involved/made-in-north-somerset";"business &amp; innovation";"Town Hall, Walliscote Grove Road, Weston-super-Mare BS23 1UJ";"The Economic Development Service at North Somerset Council is dedicated to promoting economic growth within North Somerset through supporting local businesses and encouraging inward investment. We offer a range of business support services through our partnership with North Somerset Enterprise Agency and work closely with all council departments to increase development opportunities available across the area."
"Northcoast Co-op Stores";"http://www.northcoastco-op.com/stores.htm";"food &amp; drink";"N/A";"Provides information about co-ops near Northern California."
"Northcountry Cooperative Development Fund";"http://www.ncdf.coop";"finance &amp; economics";"N/A";"Obtains deposits and investments from co-ops and provides loans to them."
"NorthEast Investment Cooperative";"http://neic.coop/";"finance &amp; economics";"N/A";"The Northeast Investment Cooperative (NEIC) is a new cooperative that will allow the people of Northeast Minneapolis to pool their resources and collectively buy, rehab, and manage commercial and residential property in the neighborhood.We believe that by investing patient capital together, by actively recruiting local businesses to occupy our property, and by supporting those businesses as they grow and thrive, we can bring transformative change to Northeast Minneapolis, one building at a time."
"NorthEast Investment Cooperative (NEIC)";"http://neic.coop/";"finance &amp; economics";"N/A";"N/A"
"Northwest Entrepreneur Network (NWEN)";"http://www.nwen.org/";"business &amp; innovation";"N/A";"N/A"
"Northwest Fine Woodworking";"http://www.nwfinewoodworking.com/";"N/A";"101 South Jackson Street , Seattle 98104, WA, united_states";"Northwest Fine Woodworking is America's most successful woodworking Cooperative- Studio Furniture, Custom Furniture, Fine Art."
"NorthWestPromos";"http://www.northwestpromos.com";"marketing services";"Bozeman 59717, Montana, United States";"Located in the vibrant college and ski town of Bozeman, MT, we have our finger on the pulse of new media based marketing and promotion. Are you looking to promote an event using Twitter and Facebook? We can help. Maybe you have a product that is begging to go viral. We can help with that too. Whatever your social media marketing needs are—we can help."
"Nos Coworking";"http://www.noscoworking.com.br/";"business &amp; innovation";"Porto Alegre, Brazil";"Coworking in porto alegre, Brasil."
"NosDÃ©putÃ©s.fr";"http://www.nosdeputes.fr";"government";"France";"NosDÃ©putÃ©s.fr is a site that seeks to enhance the activity of parliamentary deputies of the French National Assembly. In summarizing the various legislative and government control of the nation's elected, this site tries to give citizens new tools to understand and analyze the work of their representatives.Designed as a platform to mediate between citizens and deputies, the site is for everyone to participate and speak on parliamentary debates. Through their comments, users are prompted to create the debate by sharing their expertise when they see appropriate."
"Nosh This";"http://noshthis.com/";"food &amp; drink";"San Francisco, CA, United States";"Sweet and savory treats"
"Not Far From the Tree";"http://www.notfarfromthetree.org";"farming &amp; gardening";"90 Croatia St. , Toronto M6H 1K9, Ontario, Canada";"Not Far From The Tree puts Torontoâ€™s fruit to good use by picking and sharing the bounty.When a homeowner canâ€™t keep up with the abundant harvest produced by their tree, they let us know and we mobilize our volunteers to pick the bounty. The harvest is split three ways: 1/3 is offered to the tree owner, 1/3 is shared among the volunteers, and 1/3 is delivered by bicycle to be donated to food banks, shelters, and community kitchens in the neighbourhood so that weâ€™re putting this existing source of fresh fruit to good use. Itâ€™s a win-win-win situation!This simple act has profound impact. With an incredible crew of volunteers, weâ€™re making good use of healthy food, addressing climate change with hands-on community action, and building community by sharing the urban abundance."
"Not Just Seo";"http://www.notjustseo.co.uk";"technology &amp; data";"Basingstoke";"Build and grow your business by having an optimised and revenue generating website."
"Notely";"http://www.notely.net";"education";"N/A";"Notely is a collection of online tools designed to help all you crazy busy students out there to organise your hectic lives. Whether you're in University, College or High School Notely has the tools to help you get organised and achieve better grades."
"notes from sea level";"http://www.jonbowermaster.com/";"natural resources &amp; environment";"N/A";"N/A"
"Notes Handwritten";"http://www.NotesHandwritten.com";"marketing services";"8255 Hyacinth  , Corvallis 97330, OR, USA";"We are a relationship marking company. We help small businesses stand out as REMARKABLE.We offer quality professional note cardsthat are creative and inspiring. We design anew, never before published card everymonth. No need to wonder if you alreadysent a specific card. Note cards are designedto be non-gender specific so whether maleor female everyone will love them.Everyone is busy and convenience isessential to any good marketing program.You donâ€™t have to worry about time to shopfor good cards. We mail them directly to you.Our service is a monthly subscription that makes your life much easier and your marking much more relational.Be remarkable, Be personal...Send Notes Handwritten."
"NoteWagon";"https://www.notewagon.com/";"education";"N/A";"N/A"
